Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Time Period Dates,Number of Days Hospitalized,Number of Days Hospitalized Description,Number of Days Hospitalized Notes,Estimated Lost Wages,Estimated Lost Wages Description,Estimated Lost State Income Tax Revenue,Estimated Lost State Income Tax Revenue Description,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Georeferenced Latitude & Longitude,Latitude,Longitude
County,Franklin,All,All (21 to 64 years),2017,2017 Q1,1/1/2017-3/31/2017,151,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,17192.43,Lost wages dues to hospitalization for opioid use,527.81,Estimated state income tax revenue lost during hospitalizations due to opioid use,28,28,42,55,"(39.9278619704, -77.7239884483)",POINT (-77.7239884483 39.9278619704),39.92786197,-77.72398845
County,Lawrence,All,All (21 to 64 years),2017,2017 Q2,4/1/2017-6/30/2017,25,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,2725.00,Lost wages dues to hospitalization for opioid use,83.66,Estimated state income tax revenue lost during hospitalizations due to opioid use,37,37,42,73,"(40.9932503514, -80.3375411446)",POINT (-80.3375411446 40.9932503514),40.99325035,-80.33754114
County,Fayette,All,All (21 to 64 years),2017,2017 Q3,7/1/2017-9/30/2017,57,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,5936.14,Lost wages dues to hospitalization for opioid use,182.24,Estimated state income tax revenue lost during hospitalizations due to opioid use,26,26,42,51,"(39.919447803, -79.6518963464)",POINT (-79.6518963464 39.919447803),39.9194478,-79.65189635
County,Indiana,All,All (21 to 64 years),2018,2018 Annual,1/1/2018-12/31/2018,61,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,7611.00,Lost wages dues to hospitalization for opioid use,233.66,Estimated state income tax revenue lost during hospitalizations due to opioid use,32,32,42,63,"(40.6529549748, -79.0933349286)",POINT (-79.0933349286 40.6529549748),40.65295498,-79.09333493
County,McKean,All,All (21 to 64 years),2020,2020 Q3,7/1/2020-9/30/2020,27,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,3201.43,Lost wages dues to hospitalization for opioid use,98.28,Estimated state income tax revenue lost during hospitalizations due to opioid use,42,42,42,83,"(41.810370736, -78.5712201998)",POINT (-78.5712201998 41.810370736),41.81037074,-78.5712202
County,Armstrong,All,All (21 to 64 years),2018,2018 Q1,1/1/2018-3/31/2018,40,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,4434.29,Lost wages dues to hospitalization for opioid use,136.13,Estimated state income tax revenue lost during hospitalizations due to opioid use,3,3,42,5,"(40.8150952555, -79.4731689893)",POINT (-79.4731689893 40.8150952555),40.81509526,-79.47316899
County,Perry,All,All (21 to 64 years),2018,2018 Annual,1/1/2018-12/31/2018,202,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,18138.14,Lost wages dues to hospitalization for opioid use,556.84,Estimated state income tax revenue lost during hospitalizations due to opioid use,50,50,42,99,"(40.4041531744, -77.2590738496)",POINT (-77.2590738496 40.4041531744),40.40415317,-77.25907385
County,Sullivan,All,All (21 to 64 years),2019,2019 Annual,1/1/2019-12/31/2019,9,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,931.71,Lost wages dues to hospitalization for opioid use,28.60,Estimated state income tax revenue lost during hospitalizations due to opioid use,57,57,42,113,"(41.4480993958, -76.5147922046)",POINT (-76.5147922046 41.4480993958),41.4480994,-76.5147922
County,Lebanon,All,All (21 to 64 years),2016,2016 Q3,7/1/2016-9/30/2016,50,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,5650.00,Lost wages dues to hospitalization for opioid use,173.46,Estimated state income tax revenue lost during hospitalizations due to opioid use,38,38,42,75,"(40.3675970024, -76.4618257486)",POINT (-76.4618257486 40.3675970024),40.367597,-76.46182575
County,Cambria,All,All (21 to 64 years),2018,2018 Q4,10/1/2018-12/31/2018,33,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,3733.71,Lost wages dues to hospitalization for opioid use,114.63,Estimated state income tax revenue lost during hospitalizations due to opioid use,11,11,42,21,"(40.4912749067, -78.7189417385)",POINT (-78.7189417385 40.4912749067),40.49127491,-78.71894174
County,Erie,All,All (21 to 64 years),2020,2020 Q2,4/1/2020-6/30/2020,195,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,25545.00,Lost wages dues to hospitalization for opioid use,784.23,Estimated state income tax revenue lost during hospitalizations due to opioid use,25,25,42,49,"(41.9941378702, -80.0407591036)",POINT (-80.0407591036 41.9941378702),41.99413787,-80.0407591
State,Commonwealth,All,50 to 64 years,2017,2017 Annual,1/1/2017-12/31/2017,13679,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,2109663.29,Lost wages dues to hospitalization for opioid use,64766.66,Estimated state income tax revenue lost during hospitalizations due to opioid use,0,0,42,0,"(39.346129, -75.167756)",POINT (-75.167756 39.346129),39.346129,-75.167756
County,McKean,All,All (21 to 64 years),2018,2018 Q1,1/1/2018-3/31/2018,57,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,6489.86,Lost wages dues to hospitalization for opioid use,199.24,Estimated state income tax revenue lost during hospitalizations due to opioid use,42,42,42,83,"(41.810370736, -78.5712201998)",POINT (-78.5712201998 41.810370736),41.81037074,-78.5712202
County,Susquehanna,All,All (21 to 64 years),2017,2017 Q3,7/1/2017-9/30/2017,11,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,1206.86,Lost wages dues to hospitalization for opioid use,37.05,Estimated state income tax revenue lost during hospitalizations due to opioid use,58,58,42,115,"(41.8205685982, -75.8025030296)",POINT (-75.8025030296 41.8205685982),41.8205686,-75.80250303
County,Lawrence,All,All (21 to 64 years),2020,2020 Q3,7/1/2020-9/30/2020,73,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,8999.86,Lost wages dues to hospitalization for opioid use,276.30,Estimated state income tax revenue lost during hospitalizations due to opioid use,37,37,42,73,"(40.9932503514, -80.3375411446)",POINT (-80.3375411446 40.9932503514),40.99325035,-80.33754114
County,Cumberland,All,All (21 to 64 years),2019,2019 Q4,10/1/2019-12/31/2019,125,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,18482.14,Lost wages dues to hospitalization for opioid use,567.40,Estimated state income tax revenue lost during hospitalizations due to opioid use,21,21,42,41,"(40.167598388, -77.268662705)",POINT (-77.268662705 40.167598388),40.16759839,-77.26866271
County,Greene,All,All (21 to 64 years),2019,2019 Annual,1/1/2019-12/31/2019,88,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,14589.29,Lost wages dues to hospitalization for opioid use,447.89,Estimated state income tax revenue lost during hospitalizations due to opioid use,30,30,42,59,"(39.8548039342, -80.2294381655)",POINT (-80.2294381655 39.8548039342),39.85480393,-80.22943817
County,Union,All,All (21 to 64 years),2017,2017 Q1,1/1/2017-3/31/2017,,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,,Lost wages dues to hospitalization for opioid use,,Estimated state income tax revenue lost during hospitalizations due to opioid use,60,60,42,119,"(40.9647313096, -77.0641580308)",POINT (-77.0641580308 40.9647313096),40.96473131,-77.06415803
County,Blair,All,All (21 to 64 years),2020,2020 Q4,10/1/2020-12/31/2020,24,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,3294.86,Lost wages dues to hospitalization for opioid use,101.15,Estimated state income tax revenue lost during hospitalizations due to opioid use,7,7,42,13,"(40.4855502384, -78.349076871)",POINT (-78.349076871 40.4855502384),40.48555024,-78.34907687
County,Bradford,All,All (21 to 64 years),2020,2020 Annual,1/1/2020-12/31/2020,21,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,3023.00,Lost wages dues to hospitalization for opioid use,92.81,Estimated state income tax revenue lost during hospitalizations due to opioid use,8,8,42,15,"(41.7911781401, -76.5182562384)",POINT (-76.5182562384 41.7911781401),41.79117814,-76.51825624
County,Dauphin,All,All (21 to 64 years),2017,2017 Annual,1/1/2017-12/31/2017,1318,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,193206.86,Lost wages dues to hospitalization for opioid use,5931.45,Estimated state income tax revenue lost during hospitalizations due to opioid use,22,22,42,43,"(40.4197463597, -76.7796056802)",POINT (-76.7796056802 40.4197463597),40.41974636,-76.77960568
County,Dauphin,All,All (21 to 64 years),2018,2018 Q4,10/1/2018-12/31/2018,208,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,32537.14,Lost wages dues to hospitalization for opioid use,998.89,Estimated state income tax revenue lost during hospitalizations due to opioid use,22,22,42,43,"(40.4197463597, -76.7796056802)",POINT (-76.7796056802 40.4197463597),40.41974636,-76.77960568
County,Wayne,All,All (21 to 64 years),2020,2020 Q3,7/1/2020-9/30/2020,7,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,850.00,Lost wages dues to hospitalization for opioid use,26.10,Estimated state income tax revenue lost during hospitalizations due to opioid use,64,64,42,127,"(41.6496980525, -75.3051535022)",POINT (-75.3051535022 41.6496980525),41.64969805,-75.3051535
County,Carbon,All,All (21 to 64 years),2020,2020 Annual,1/1/2020-12/31/2020,142,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,16194.29,Lost wages dues to hospitalization for opioid use,497.16,Estimated state income tax revenue lost during hospitalizations due to opioid use,13,13,42,25,"(40.9193670081, -75.7110703866)",POINT (-75.7110703866 40.9193670081),40.91936701,-75.71107039
County,Sullivan,All,All (21 to 64 years),2020,2020 Q2,4/1/2020-6/30/2020,,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,,Lost wages dues to hospitalization for opioid use,,Estimated state income tax revenue lost during hospitalizations due to opioid use,57,57,42,113,"(41.4480993958, -76.5147922046)",POINT (-76.5147922046 41.4480993958),41.4480994,-76.5147922
County,Bradford,All,All (21 to 64 years),2020,2020 Q3,7/1/2020-9/30/2020,6,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,832.29,Lost wages dues to hospitalization for opioid use,25.55,Estimated state income tax revenue lost during hospitalizations due to opioid use,8,8,42,15,"(41.7911781401, -76.5182562384)",POINT (-76.5182562384 41.7911781401),41.79117814,-76.51825624
County,Montgomery,All,All (21 to 64 years),2018,2018 Q3,7/1/2018-9/30/2018,1063,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,189062.14,Lost wages dues to hospitalization for opioid use,5804.21,Estimated state income tax revenue lost during hospitalizations due to opioid use,46,46,42,91,"(40.209898739, -75.3725200072)",POINT (-75.3725200072 40.209898739),40.20989874,-75.37252001
State,Commonwealth,All,21 to 34 years,2019,2019 Q4,10/1/2019-12/31/2019,4724,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,802670.86,Lost wages dues to hospitalization for opioid use,24642.00,Estimated state income tax revenue lost during hospitalizations due to opioid use,0,0,42,0,"(39.346129, -75.167756)",POINT (-75.167756 39.346129),39.346129,-75.167756
County,Westmoreland,All,All (21 to 64 years),2017,2017 Q4,10/1/2017-12/31/2017,200,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,25342.86,Lost wages dues to hospitalization for opioid use,778.03,Estimated state income tax revenue lost during hospitalizations due to opioid use,65,65,42,129,"(40.3103149985, -79.471341176)",POINT (-79.471341176 40.3103149985),40.310315,-79.47134118
County,Luzerne,All,All (21 to 64 years),2016,2016 Q1,1/1/2016-3/31/2016,194,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,21284.57,Lost wages dues to hospitalization for opioid use,653.44,Estimated state income tax revenue lost during hospitalizations due to opioid use,40,40,42,79,"(41.1783643884, -75.991996098)",POINT (-75.991996098 41.1783643884),41.17836439,-75.9919961
County,Venango,All,All (21 to 64 years),2019,2019 Q3,7/1/2019-9/30/2019,29,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,3223.14,Lost wages dues to hospitalization for opioid use,98.95,Estimated state income tax revenue lost during hospitalizations due to opioid use,61,61,42,121,"(41.4034125863, -79.7628656104)",POINT (-79.7628656104 41.4034125863),41.40341259,-79.76286561
State,Commonwealth,All,21 to 34 years,2016,2016 Q4,10/1/2016-12/31/2016,5710,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,863228.14,Lost wages dues to hospitalization for opioid use,26501.10,Estimated state income tax revenue lost during hospitalizations due to opioid use,0,0,42,0,"(39.346129, -75.167756)",POINT (-75.167756 39.346129),39.346129,-75.167756
